hunt_code,hunt_name,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,source_file,permits_2025_res,permits_2025_nr,permits_2025_total,permit_overlay_source,permit_fill_note
DB1103,Morgan-South Rich,Male Only,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,7,1,8,buck_deer.xlsx,7,0,7,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1105,East Canyon,Male Only,Deer,Archery,Limited Entry,Nov 07 2026 - Nov 30 2026,6,1,7,buck_deer.xlsx,6,1,7,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1106,Thousand Lakes,Male Only,Deer,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,20,2,22,buck_deer.xlsx,9,2,11,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1107,Thousand Lakes,Male Only,Deer,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,20,2,22,buck_deer.xlsx,2,2,4,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1108,Thousand Lakes,Male Only,Deer,Restricted Rifle,Limited Entry,Oct 17 2026 - Oct 25 2026,27,3,30,buck_deer.xlsx,25,3,28,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1109,Thousand Lakes,Male Only,Deer,Restricted Multiseason,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,buck_deer.xlsx,2,0,2,hunt_join_2025.1.csv,
DB1110,"Beaver, East",Male Only,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,10,1,11,buck_deer.xlsx,9,1,10,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1111,"Beaver, West",Male Only,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,buck_deer.xlsx,4,1,5,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1112,"West Desert, Swasey",Male Only,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,buck_deer.xlsx,4,1,5,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1113,Oquirrh/Tintic,Male Only,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,10,1,11,buck_deer.xlsx,11,1,12,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1114,Cedar/Stansbury,Male Only,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,5,1,6,buck_deer.xlsx,5,1,6,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1115,Little Rockies,Male Only,Deer,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 30 2026,4,1,5,buck_deer.xlsx,4,1,5,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1116,"San Juan, Mancos Mesa",Male Only,Deer,Archery,Limited Entry,Nov 07 2026 - Nov 30 2026,4,1,5,buck_deer.xlsx,4,1,5,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1118,Dolores Triangle,Male Only,Deer,Multiseason,Conservation,"Arch: Oct 31-Nov 13, 2026 | Any Legal Weapon: Nov 14-22, 2026 | Muzz: Nov 23-Dec 1, 2026",1,,1,BUCK DEER.csv,,,,,
DB1119,"La Sal, Moab Valley",Male Only,Deer,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 22 2026,9,1,10,buck_deer.xlsx,9,1,10,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1120,Castle Valley,Male Only,Deer,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 22 2026,13,2,15,buck_deer.xlsx,13,2,15,hunt_join_2025.1.csv; 25_bg-odds.pdf,
DB1121,Antelope Island,Male Only,Deer,Any Legal Weapon,Management Buck Deer,"Nov 16 2026 - Nov 20, 2026",2,0,2,buck_deer.xlsx,,,,hunt_join_2025.1.csv,
DB1200,Alton - Premium Buck CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,0,0,0,buck_deer.xlsx,3,0,3,25_bg-odds.pdf,
DB1201,Alton - Management Buck CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1202,Antelope Creek CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1203,Avintaquin Canyon CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1204,Bally Watts CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1205,Bar J Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1206,Bear Mountain CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1207,Bear Springs CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1208,Blackhawk CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1209,Blind Springs CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1211,Blue Spring Hills CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1212,Bluebell CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1213,Boobe Hole CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1215,Buckhorn Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1216,Castle Valley Outdoors CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1217,Causey Spring CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1219,Chimney Rock CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1222,Coldwater Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1224,Cotton Thomas CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1227,Deer Haven CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1228,Deseret CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,13,0,13,25_bg-odds.pdf,
DB1229,Dilly Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1230,Double R Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1231,Dove Creek CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1232,Durst Mountain CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1233,East Fork Chalk Creek CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,4,0,4,25_bg-odds.pdf,
DB1234,East Zion CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1236,Engineer Springs CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1237,Ensign Ranches CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,3,0,3,25_bg-odds.pdf,
DB1238,Folley Ridge CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,3,0,3,25_bg-odds.pdf,
DB1239,Fort Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1240,George Creek CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1241,Golden Spike CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1242,Grass Valley/Clark Canyon CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,14,0,14,25_bg-odds.pdf,
DB1243,Grazing Pasture CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1244,Green Canyon CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1245,Guildersleeve CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1246,Hardscrabble CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1248,Heaston East CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1249,Hiawatha CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1250,Indian Creek CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1251,Indian Head CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1252,Ingham Peak CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,5,0,5,25_bg-odds.pdf,
DB1253,Circle E Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1255,Johnson Mountain Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1256,Junction Valley CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,6,0,6,25_bg-odds.pdf,
DB1258,Little Red Creek CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1259,Tunnel Hollow CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1260,Middle Ridge CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1261,Minnie Maud Ridge CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,5,0,5,25_bg-odds.pdf,
DB1263,Moon Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1264,Mountain Meadow CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1265,Mountain Top CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1266,Mt Carmel CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,3,0,3,25_bg-odds.pdf,
DB1269,North Promontory CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1270,Nucor West CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1271,Oak Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1272,Old Woman Plateau CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,3,0,3,25_bg-odds.pdf,
DB1273,Park Valley Hereford CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,6,0,6,25_bg-odds.pdf,
DB1274,Patmos Ridge CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1275,Pine Canyon CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1276,Plymouth Peak CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,,,,,
DB1277,Pocatello Valley CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1279,Preston Nutter Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1280,Promontory Point CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1281,Rattlesnake Pass CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1282,Redd Ranches CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1283,Roan Cliffs CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1285,Sand Creek CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1286,Pisgah Mountain CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1287,Scofield Canyons CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1288,Scofield West CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1289,Sharp Mountain CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1290,Skull Crack CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1291,Skull Valley South CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1292,Soldier Summit CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1293,South Canyon CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1294,Spring Creek Acres CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1295,Spring Creek/Dodge CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,6,0,6,25_bg-odds.pdf,
DB1298,Strawberry Ridge CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1299,Summit Point CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,3,0,3,25_bg-odds.pdf,
DB1300,Thatcher Mountain CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1301,Three C CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1303,North Peaks CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1304,Two Bear CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1305,Wallsburg CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1306,Washakie CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1308,West Hills CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1309,West Willow Creek Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,5,0,5,25_bg-odds.pdf,
DB1310,White's Valley CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1312,Woodruff Creek South CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1317,Jacob's Creek CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1322,Pahvant Ensign CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1323,Rock House CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1325,Double Cone CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1326,Rosette CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1327,Mountain Sky Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1328,Clear Creek CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1330,Iron Spring CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1331,Raft River CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1332,West Ridge CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,5,0,5,25_bg-odds.pdf,
DB1333,5S CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1334,Alton - Cactus Buck CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1335,Big Piney Ranch CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1336,First Light CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1337,Little Pole Canyon CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1341,Dry Creek CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1342,Faust Valley CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,1,0,1,25_bg-odds.pdf,
DB1347,The Rose of Snowville CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,2,0,2,25_bg-odds.pdf,
DB1349,Weber Florence Creek/Stillman Creek CWMU,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,9,0,9,25_bg-odds.pdf,
DB1351,The Dirty Dozen,Male Only,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,0,0,0,buck_deer.xlsx,,,,,
DB1501,Box Elder,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,1040,buck_deer.xlsx,,,,,
DB1502,Cache,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,1160,buck_deer.xlsx,,,,,
DB1503,Manti/San Rafael,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,1800,buck_deer.xlsx,,,,,
DB1504,Nebo,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,1060,buck_deer.xlsx,,,,,
DB1506,Fillmore,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,460,buck_deer.xlsx,,,,,
DB1508,Kamas,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,200,buck_deer.xlsx,,,,,
DB1509,La Sal Mtns,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,360,buck_deer.xlsx,,,,,
DB1510,Monroe,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,220,buck_deer.xlsx,,,,,
DB1511,Mt Dutton,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,80,buck_deer.xlsx,,,,,
DB1512,Nine Mile,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,280,buck_deer.xlsx,,,,,
DB1513,North Slope,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,620,buck_deer.xlsx,,,,,
DB1514,Ogden,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,540,buck_deer.xlsx,,,,,
DB1516,Panguitch Lake,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,500,buck_deer.xlsx,,,,,
DB1517,Pine Valley,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,600,buck_deer.xlsx,,,,,
DB1518,Boulder/Kaiparowits,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,720,buck_deer.xlsx,,,,,
DB1519,Fishlake,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,260,buck_deer.xlsx,,,,,
DB1521,"San Juan, Abajo Mtns",Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,560,buck_deer.xlsx,,,,,
DB1522,Vernal/Bonanza,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,420,buck_deer.xlsx,,,,,
DB1523,Yellowstone,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,280,buck_deer.xlsx,,,,,
DB1524,Southwest Desert,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,100,buck_deer.xlsx,,,,,
DB1525,"Wasatch Mtns, East",Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,1300,buck_deer.xlsx,,,,,
DB1526,"Wasatch Mtns, West",Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,1580,buck_deer.xlsx,,,,,
DB1529,Zion,Male Only,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,675,buck_deer.xlsx,,,,,
DB1531,Box Elder,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,2080,buck_deer.xlsx,,,,,
DB1533,Manti/San Rafael,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,5400,buck_deer.xlsx,,,,,
DB1534,Nebo,Male Only,Deer,Any Legal Weapon,General Season,Oct 17 2026 - Oct 25 2026,,,3180,buck_deer.xlsx,,,,,
