hunt_code,hunt_name,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,source_file,permits_2025_res,permits_2025_nr,permits_2025_total,permit_overlay_source,permit_fill_note
EA1024,"Manti, South",Antlerless,Elk,Any Legal Weapon,General Season,Nov 19 2025 - Jan 31 2026,90,10,100,antlerless elk.xlsx,90,10,100,hunt_join_2025.1.csv,
EA1025,"Manti, West",Antlerless,Elk,Any Legal Weapon,General Season,Nov 19 2025 - Jan 31 2026,108,12,120,antlerless elk.xlsx,108,12,120,hunt_join_2025.1.csv,
EA1026,Chalk Creek,Antlerless,Elk,Any Legal Weapon,General Season,Nov 08 2025 - Jan 31 2026,315,35,350,antlerless elk.xlsx,315,35,350,hunt_join_2025.1.csv,
EA1030,"Fillmore, Pahvant",Antlerless,Elk,Any Legal Weapon,General Season,Nov 15 2025 - Dec 06 2025,45,5,50,antlerless elk.xlsx,45,5,50,hunt_join_2025.1.csv,
EA1031,"Fillmore, Pahvant",Antlerless,Elk,Any Legal Weapon,General Season,Dec 13 2025 - Jan 30 2026,45,5,50,antlerless elk.xlsx,45,5,50,hunt_join_2025.1.csv,
EA1033,Kamas,Antlerless,Elk,Any Legal Weapon,General Season,Nov 08 2025 - Jan 18 2026,90,10,100,antlerless elk.xlsx,112,13,125,hunt_join_2025.1.csv,
EA1035,"Kamas, Oakley",Antlerless,Elk,Any Legal Weapon,General Season,Nov 08 2025 - Dec 31 2025,90,10,100,antlerless elk.xlsx,112,13,125,hunt_join_2025.1.csv,
EA1037,"La Sal, Dolores Triangle",Antlerless,Elk,Any Legal Weapon,General Season,Dec 12 2025 - Jan 31 2026,45,5,50,antlerless elk.xlsx,45,5,50,hunt_join_2025.1.csv,
EA1038,"La Sal, La Sal Mtns",Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,180,20,200,antlerless elk.xlsx,180,20,200,hunt_join_2025.1.csv,
EA1039,"La Sal, La Sal Mtns",Antlerless,Elk,Any Legal Weapon,General Season,Nov 17 2025 - Dec 31 2025,135,15,150,antlerless elk.xlsx,135,15,150,hunt_join_2025.1.csv,
EA1044,"Morgan-South Rich, South Rich",Antlerless,Elk,Any Legal Weapon,General Season,Dec 01 2025 - Jan 31 2026,31,4,35,antlerless elk.xlsx,31,4,35,hunt_join_2025.1.csv,
EA1049,"Mt Dutton, Deep Creek",Antlerless,Elk,Any Legal Weapon,General Season,Nov 22 2025 - Dec 07 2025,8,8,16,antlerless elk.xlsx,,,,,
EA1054,"Nine Mile, West Anthro",Antlerless,Elk,Any Legal Weapon,General Season,Dec 13 2025 - Dec 30 2025,90,10,100,antlerless elk.xlsx,45,5,50,hunt_join_2025.1.csv,
EA1056,"North Slope, Greendale",Antlerless,Elk,Any Legal Weapon,General Season,Nov 17 2025 - Nov 30 2025,4,1,5,antlerless elk.xlsx,4,1,5,hunt_join_2025.1.csv,
EA1058,"North Slope, Henry's Fork-Burnt Fork",Antlerless,Elk,Any Legal Weapon,General Season,Nov 08 2025 - Jan 31 2026,90,10,100,antlerless elk.xlsx,90,10,100,hunt_join_2025.1.csv,
EA1060,"North Slope, West Daggett",Antlerless,Elk,Muzzleloader,General Season,Oct 29 2025 - Nov 06 2025,18,2,20,antlerless elk.xlsx,18,2,20,hunt_join_2025.1.csv,
EA1061,"North Slope, West Daggett",Antlerless,Elk,Muzzleloader,General Season,Sep 24 2025 - Oct 02 2025,18,2,20,antlerless elk.xlsx,18,2,20,hunt_join_2025.1.csv,
EA1063,Ogden,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,90,10,100,antlerless elk.xlsx,67,8,75,hunt_join_2025.1.csv,
EA1064,Ogden,Antlerless,Elk,Any Legal Weapon,General Season,Nov 08 2025 - Nov 30 2025,67,8,75,antlerless elk.xlsx,67,8,75,hunt_join_2025.1.csv,
EA1069,Panguitch Lake,Antlerless,Elk,Any Legal Weapon,General Season,Nov 22 2025 - Nov 30 2025,22,3,25,antlerless elk.xlsx,31,4,35,hunt_join_2025.1.csv,
EA1073,Paunsaugunt,Antlerless,Elk,Any Legal Weapon,General Season,Nov 22 2025 - Dec 30 2025,18,2,20,antlerless elk.xlsx,18,2,20,hunt_join_2025.1.csv,
EA1075,Boulder East,Antlerless,Elk,Any Legal Weapon,General Season,Nov 21 2025 - Dec 31 2025,45,5,50,antlerless elk.xlsx,45,5,50,hunt_join_2025.1.csv,
EA1076,Boulder West,Antlerless,Elk,Any Legal Weapon,General Season,Nov 21 2025 - Dec 31 2025,45,5,50,antlerless elk.xlsx,45,5,50,hunt_join_2025.1.csv,
EA1077,Boulder-Circle Cliffs,Antlerless,Elk,Any Legal Weapon,General Season,Oct 07 2025 - Jan 10 2026,27,3,30,antlerless elk.xlsx,27,3,30,hunt_join_2025.1.csv,
EA1078,Fishlake/Thousand Lakes,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,243,27,270,antlerless elk.xlsx,243,27,270,hunt_join_2025.1.csv,
EA1079,Fishlake/Thousand Lakes East,Antlerless,Elk,Any Legal Weapon,General Season,Nov 22 2025 - Dec 31 2025,58,7,65,antlerless elk.xlsx,58,7,65,hunt_join_2025.1.csv,
EA1080,Fishlake/Thousand Lakes West,Antlerless,Elk,Any Legal Weapon,General Season,Nov 22 2025 - Dec 31 2025,54,6,60,antlerless elk.xlsx,54,6,60,hunt_join_2025.1.csv,
EA1081,San Juan,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,112,13,125,antlerless elk.xlsx,112,13,125,hunt_join_2025.1.csv,
EA1082,San Juan,Antlerless,Elk,Any Legal Weapon,General Season,Nov 19 2025 - Dec 31 2025,112,13,125,antlerless elk.xlsx,112,13,125,hunt_join_2025.1.csv,
EA1084,"San Rafael, North",Antlerless,Elk,Any Legal Weapon,General Season,Nov 08 2025 - Jan 31 2026,4,1,5,antlerless elk.xlsx,4,1,5,hunt_join_2025.1.csv,
EA1085,Vernal/Bonanza,Antlerless,Elk,Archery,General Season,Aug 16 2025 - Sep 17 2025,90,10,100,antlerless elk.xlsx,90,10,100,hunt_join_2025.1.csv,
EA1087,Bonanza/Vernal,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 17 2025,90,10,100,antlerless elk.xlsx,90,10,100,hunt_join_2025.1.csv,
EA1089,Diamond Mtn,Antlerless,Elk,Any Legal Weapon,General Season,Nov 01 2025 - Nov 09 2025,45,5,50,antlerless elk.xlsx,45,5,50,hunt_join_2025.1.csv,
EA1090,Diamond Mtn,Antlerless,Elk,Any Legal Weapon,General Season,Nov 15 2025 - Nov 23 2025,45,5,50,antlerless elk.xlsx,45,5,50,hunt_join_2025.1.csv,
EA1094,"Vernal, Mosby Mtn",Antlerless,Elk,Any Legal Weapon,General Season,Nov 08 2025 - Jan 04 2026,90,10,100,antlerless elk.xlsx,90,10,100,hunt_join_2025.1.csv,
EA1101,Southwest Desert,Antlerless,Elk,Any Legal Weapon,General Season,Nov 20 2025 - Jan 11 2026,90,10,100,antlerless elk.xlsx,90,10,100,hunt_join_2025.1.csv,
EA1106,"Wasatch Mtns, Avintaquin",Antlerless,Elk,Any Legal Weapon,General Season,Jan 03 2026 - Jan 18 2026,180,20,200,antlerless elk.xlsx,180,20,200,hunt_join_2025.1.csv,
EA1110,"Wasatch Mtns, Salt Lake",Antlerless,Elk,Any Legal Weapon,General Season,Nov 15 2025 - Jan 31 2026,40,5,45,antlerless elk.xlsx,40,5,45,hunt_join_2025.1.csv,
EA1111,"Wasatch Mtns, Wallsburg",Antlerless,Elk,Any Legal Weapon,General Season,Nov 15 2025 - Dec 14 2025,31,4,35,antlerless elk.xlsx,31,4,35,hunt_join_2025.1.csv,
EA1112,"Wasatch Mtns, Wallsburg",Antlerless,Elk,Any Legal Weapon,General Season,Dec 20 2025 - Jan 31 2026,49,6,55,antlerless elk.xlsx,49,6,55,hunt_join_2025.1.csv,
EA1113,"Wasatch Mtns, West Heber",Antlerless,Elk,Any Legal Weapon,General Season,Nov 15 2025 - Jan 31 2026,27,3,30,antlerless elk.xlsx,27,3,30,hunt_join_2025.1.csv,
EA1114,"Wasatch Mtns, West Timpanogos",Antlerless,Elk,Any Legal Weapon,General Season,Nov 15 2025 - Jan 31 2026,22,3,25,antlerless elk.xlsx,22,3,25,hunt_join_2025.1.csv,
EA1117,Zion,Antlerless,Elk,Any Legal Weapon,General Season,Nov 11 2025 - Jan 11 2026,198,22,220,antlerless elk.xlsx,198,22,220,hunt_join_2025.1.csv,
EA1118,Alton CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1119,Bar J Ranch CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1120,Bear Mountain CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1121,Boobe Hole CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1122,Causey Spring CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1124,Chimney Rock CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1125,Coldwater Ranch CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1129,Deseret CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1130,Double Cone CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1131,Durst Mountain CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1132,East Fork Chalk Creek CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1134,Ensign Ranches CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1135,Folley Ridge CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1136,Grass Valley/Clark Canyon CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1137,Grazing Pasture CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1138,Guildersleeve CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1139,Hardscrabble CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1140,Heaston East CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1141,Hiawatha CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1142,Indian Head CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1143,Circle E Ranch CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1145,Johnson Mountain Ranch CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1146,Jump Creek CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1147,Little Red Creek CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1149,Minnie Maud Ridge CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1151,Moon Ranch CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1153,Old Woman Plateau CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1156,Preston Nutter Ranch CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1157,Redd Ranches CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1158,Cactus Ranch LLC CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1159,Roan Cliffs CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1160,Sand Creek CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1161,Scofield Canyons CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1162,Scofield East CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1163,Scofield West CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1164,SJ Ranch CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1165,Skull Crack CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1166,Soldier Summit CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1167,South Canyon CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1168,Spring Creek/Dodge CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1170,Strawberry Ridge CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1171,Summit Point CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1172,Three C CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1174,Two Bear CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1175,Wallsburg CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1177,Woodruff Creek South CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1180,La Sal (Conservation),Antlerless,Elk,Any Legal Weapon,Conservation,"Oct 4 - Oct 16, 2025 & Nov 17 - Dec 31, 2025",1,0,1,antlerless elk.csv,,,,,
EA1187,"Paunsaugunt, Hatch Bench",Antlerless,Elk,Any Legal Weapon,General Season,Nov 22 2025 - Dec 30 2025,2,2,4,antlerless elk.xlsx,,,,,
EA1189,"Wasatch Mtns, West-Central",Antlerless,Elk,Muzzleloader,General Season,Nov 01 2025 - Nov 09 2025,382,43,425,antlerless elk.xlsx,382,43,425,hunt_join_2025.1.csv,
EA1192,Pahvant Ensign CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1193,"Cache, Rich",Antlerless,Elk,Any Legal Weapon,General Season,Nov 15 2025 - Jan 10 2026,31,4,35,antlerless elk.xlsx,18,2,20,hunt_join_2025.1.csv,
EA1196,"North Slope, Summit",Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,67,8,75,antlerless elk.xlsx,67,8,75,hunt_join_2025.1.csv,
EA1198,Bear Springs CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1200,Double R Ranch CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1201,Mountain Sky Ranch CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1203,"Box Elder, Pilot Mtn",Antlerless,Elk,Any Legal Weapon,General Season,Aug 01 2025 - Aug 15 2025,4,1,5,antlerless elk.xlsx,4,1,5,hunt_join_2025.1.csv,
EA1204,"Box Elder, Pilot Mtn",Antlerless,Elk,Any Legal Weapon,General Season,Oct 11 2025 - Nov 01 2025,4,1,5,antlerless elk.xlsx,4,1,5,hunt_join_2025.1.csv,
EA1206,"Cache, Richmond Hyde Park",Antlerless,Elk,Any Legal Weapon,General Season,Dec 02 2025 - Jan 15 2026,1,1,2,antlerless elk.xlsx,,,,,
EA1207,"Nebo, Moroni Hills",Antlerless,Elk,Any Legal Weapon,General Season,Aug 01 2025 - Aug 19 2025,9,1,10,antlerless elk.xlsx,9,1,10,hunt_join_2025.1.csv,
EA1208,Nebo,Antlerless,Elk,Any Legal Weapon,General Season,Nov 15 2025 - Jan 18 2026,292,33,325,antlerless elk.xlsx,247,28,275,hunt_join_2025.1.csv,
EA1209,"Fillmore, Oak Creek LE",Antlerless,Elk,Any Legal Weapon,General Season,Nov 15 2025 - Jan 30 2026,45,5,50,antlerless elk.xlsx,45,5,50,hunt_join_2025.1.csv,
EA1217,"Wasatch Mtns, Avintaquin",Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,135,15,150,antlerless elk.xlsx,135,15,150,hunt_join_2025.1.csv,
EA1220,Manti (Expo),Antlerless,Elk,Any Legal Weapon,General Season,"Oct 4 - Oct 16, 2025",,,,antlerless elk.csv,,,,,"Provided bull elk source publishes category-level totals, not clean hunt-code-specific permit numbers for this row."
EA1221,Fishlake/Thousand Lake (Expo),Antlerless,Elk,Any Legal Weapon,General Season,"Oct 4 - Oct 16, 2025",,,,antlerless elk.csv,,,,,"Provided bull elk source publishes category-level totals, not clean hunt-code-specific permit numbers for this row."
EA1222,"Beaver, East",Antlerless,Elk,Any Legal Weapon,General Season,Nov 22 2025 - Dec 12 2025,36,4,40,antlerless elk.xlsx,27,3,30,hunt_join_2025.1.csv,
EA1223,"Beaver, East",Antlerless,Elk,Any Legal Weapon,General Season,Dec 13 2025 - Dec 27 2025,36,4,40,antlerless elk.xlsx,27,3,30,hunt_join_2025.1.csv,
EA1224,"Book Cliffs, Bitter Creek/South",Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,117,13,130,antlerless elk.xlsx,117,13,130,hunt_join_2025.1.csv,
EA1225,"Book Cliffs, Bitter Creek/South",Antlerless,Elk,Any Legal Weapon,General Season,Nov 17 2025 - Dec 14 2025,147,16,163,antlerless elk.xlsx,147,16,163,hunt_join_2025.1.csv,
EA1226,"Nebo, Moroni Hills",Antlerless,Elk,Any Legal Weapon,General Season,Sep 13 2025 - Oct 03 2025,9,1,10,antlerless elk.xlsx,9,1,10,hunt_join_2025.1.csv,
EA1228,Morgan-South Rich,Antlerless,Elk,Any Legal Weapon,General Season,Dec 01 2025 - Dec 21 2025,67,8,75,antlerless elk.xlsx,67,8,75,hunt_join_2025.1.csv,
EA1229,Morgan-South Rich,Antlerless,Elk,Any Legal Weapon,General Season,Dec 22 2025 - Jan 31 2026,144,16,160,antlerless elk.xlsx,144,16,160,hunt_join_2025.1.csv,
EA1231,"West Desert, Tintic Valley",Antlerless,Elk,Any Legal Weapon,General Season,Nov 08 2025 - Jan 31 2026,45,5,50,antlerless elk.xlsx,45,5,50,hunt_join_2025.1.csv,
EA1233,Avintaquin Canyon CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1234,Royal Ivory Outfitters CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1235,Sharp Mountain CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1236,East Canyon,Antlerless,Elk,Any Legal Weapon,General Season,Dec 01 2025 - Jan 11 2026,135,15,150,antlerless elk.xlsx,135,15,150,hunt_join_2025.1.csv,
EA1237,"La Sal, La Sal Mtns-North",Antlerless,Elk,Any Legal Weapon,General Season,Nov 17 2025 - Dec 07 2025,157,18,175,antlerless elk.xlsx,157,18,175,hunt_join_2025.1.csv,
EA1239,"Nine Mile, Range Creek",Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,45,5,50,antlerless elk.xlsx,45,5,50,hunt_join_2025.1.csv,
EA1240,"Nine Mile, Range Creek",Antlerless,Elk,Any Legal Weapon,General Season,Nov 27 2025 - Jan 31 2026,135,15,150,antlerless elk.xlsx,135,15,150,hunt_join_2025.1.csv,
EA1242,"Vernal, Buckskin Hills-Jensen",Antlerless,Elk,Any Legal Weapon,General Season,Dec 01 2025 - Dec 31 2025,90,10,100,antlerless elk.xlsx,90,10,100,hunt_join_2025.1.csv,
EA1243,"Vernal, Buckskin Hills-Jensen",Antlerless,Elk,Any Legal Weapon,General Season,Jan 01 2026 - Jan 31 2026,90,10,100,antlerless elk.xlsx,90,10,100,hunt_join_2025.1.csv,
EA1244,Yellowstone,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 17 2025,90,10,100,antlerless elk.xlsx,90,10,100,hunt_join_2025.1.csv,
EA1245,Yellowstone,Antlerless,Elk,Muzzleloader,General Season,Oct 29 2025 - Nov 06 2025,45,5,50,antlerless elk.xlsx,45,5,50,hunt_join_2025.1.csv,
EA1250,"North Slope, West Daggett",Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,27,3,30,antlerless elk.xlsx,27,3,30,hunt_join_2025.1.csv,
EA1251,"Southwest Desert, Burbank/Garrison",Antlerless,Elk,Any Legal Weapon,General Season,Aug 01 2025 - Aug 15 2025,11,1,12,antlerless elk.xlsx,13,2,15,hunt_join_2025.1.csv,
EA1254,Pine Valley,Antlerless,Elk,Any Legal Weapon,General Season,Nov 11 2025 - Jan 11 2026,27,3,30,antlerless elk.xlsx,27,3,30,hunt_join_2025.1.csv,
EA1256,Little Pole Canyon CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1257,Tunnel Hollow CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1258,La Sal (Expo),Antlerless,Elk,Any Legal Weapon,General Season,"Oct 4 - Oct 16, 2025",,,,antlerless elk.csv,,,,,"Provided bull elk source publishes category-level totals, not clean hunt-code-specific permit numbers for this row."
EA1259,Diamond Mountain CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1260,West Ridge CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1261,Blackhawk CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1263,Weber Florence Creek/Stillman Creek CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,0,0,0,antlerless elk.xlsx,,,,,
EA1264,"Wasatch Mtns, Rabbit Gulch",Antlerless,Elk,Any Legal Weapon,General Season,Jan 17 2026 - Jan 25 2026,45,5,50,antlerless elk.xlsx,45,5,50,hunt_join_2025.1.csv,
EA1265,"Wasatch Mtns, Tabby Mtn",Antlerless,Elk,Any Legal Weapon,General Season,Dec 20 2025 - Dec 30 2025,90,10,100,antlerless elk.xlsx,90,10,100,hunt_join_2025.1.csv,
EA1266,"Box Elder, Hansel Mtn",Antlerless,Elk,Any Legal Weapon,General Season,Aug 01 2025 - Jan 31 2026,27,3,30,antlerless elk.xlsx,18,2,20,hunt_join_2025.1.csv,
EA1267,Cache,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,180,20,200,antlerless elk.xlsx,81,9,90,hunt_join_2025.1.csv,
EA1268,"North Slope, Summit",Antlerless,Elk,Archery,General Season,Aug 16 2025 - Sep 17 2025,180,20,200,antlerless elk.xlsx,180,20,200,hunt_join_2025.1.csv,
EA1269,Ogden (Excludes Hyrum),Antlerless,Elk,Any Legal Weapon,General Season,Dec 01 2025 - Dec 31 2025,270,30,300,antlerless elk.xlsx,180,20,200,hunt_join_2025.1.csv,
EA1270,Fishlake (Conservation),Antlerless,Elk,Any Legal Weapon,Conservation,"Oct 4 - Oct 16, 2025 & Nov 22 - Dec 31, 2025",,,,antlerless elk.csv,,,,,No numeric hunt-code permit count found in provided sources; conservation/special tag.
EA1271,Manti (Conservation),Antlerless,Elk,Any Legal Weapon,Conservation,"Oct 4 - Oct 16, 2025 & Nov 19, 2025 - Jan 31, 2026",,,,antlerless elk.csv,,,,,No numeric hunt-code permit count found in provided sources; conservation/special tag.
EA1272,"East Canyon, East",Antlerless,Elk,Any Legal Weapon,General Season,Dec 01 2025 - Jan 31 2026,135,15,150,antlerless elk.xlsx,135,15,150,hunt_join_2025.1.csv,
EA1273,"North Slope, Three Corners",Antlerless,Elk,Any Legal Weapon,General Season,Dec 20 2025 - Jan 04 2026,22,3,25,antlerless elk.xlsx,22,3,25,hunt_join_2025.1.csv,
EA1274,"North Slope, Three Corners",Antlerless,Elk,Archery,General Season,Aug 16 2025 - Sep 05 2025,22,3,25,antlerless elk.xlsx,22,3,25,hunt_join_2025.1.csv,
EA1276,"Wasatch Mtns, Box Elder Peak",Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,40,5,45,antlerless elk.xlsx,40,5,45,hunt_join_2025.1.csv,
EA1277,"North Slope, Three Corners",Antlerless,Elk,Any Legal Weapon,General Season,Nov 22 2025 - Nov 30 2025,22,3,25,antlerless elk.xlsx,22,3,25,hunt_join_2025.1.csv,
EA1278,"Manti, Ferron-Nelson Mtn",Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Nov 30 2025,5,5,10,antlerless elk.xlsx,,,,,
EA1279,"Manti, Ferron-Nelson Mtn",Antlerless,Elk,Any Legal Weapon,General Season,Dec 01 2025 - Jan 31 2026,5,5,10,antlerless elk.xlsx,,,,,
